Latitude,Longitude
-14.89489012,129.6418755
-14.76206057,129.7753296
-14.66150155,129.7855327
-14.55380674,129.6972825
-14.46773404,129.5274497
-14.40535604,129.5105525
-14.28630532,129.4963377
-14.24793191,129.5632271
-13.97251281,129.7753178
-13.78001097,129.7792375
-13.6858359,129.8582547
-13.5128694,130.0264533
-13.402067,130.142745
-13.28547745,130.2102985
-13.21227313,130.1689029
-13.08673729,130.1742241
-12.676071,130.4527961
-12.64776821,130.5123501
-12.62983087,130.6588362
-12.61153006,130.8237754
-12.52871752,130.9423334
-12.33882604,130.8988101
-12.15101542,131.0564128
-12.1145132,131.1927546
-12.27316666,131.5273939
-12.23220052,131.7857864
-12.17610795,132.3197615
-12.10677541,132.5471849
-12.02890791,132.6549031
-12.00453299,132.6791721
-11.91694805,132.6473832
-11.59376557,132.5639275
-11.46887753,132.4291022
-11.34942506,132.1598741
-11.3861271,131.938782
-11.32544421,131.8211594
-11.22894295,131.8211057
-11.16542353,132.036926
-11.14664175,132.2706432
-11.38318564,132.63516
-11.42747264,132.7831295
-11.3839234,132.9849556
-11.52898958,133.1421368
-11.74717225,133.4263521
-11.82218627,133.5857257
-11.9757664,134.1834479
-12.02360585,134.4654743
-11.96782227,134.6718872
-11.97998993,134.8495735
-12.24550041,135.0188756
-12.28669107,135.2027
-12.27079204,135.264413
-12.06061025,135.5127775
-12.06314025,135.7117265
-12.22053579,135.9955363
-12.42978475,136.1379352
-12.35836194,136.3411759
-11.99608776,136.3979269
-11.95428658,136.4777018
-12.17441825,136.6791797
-12.2231109,136.8287019
-12.29652883,136.8961623
-12.48312917,136.7015182
-12.67884767,136.6442292
-12.77578321,136.565611
-12.9790124,136.5600445
-13.09608159,136.5062066
-13.09840875,136.2780579
-13.19912841,136.0504979
-13.35411479,135.8742308
-13.60936852,135.8623236
-13.77265311,135.9909262
-14.09472963,135.8946211
-14.36480641,135.7131018
-14.59070927,135.4536234
-14.81316467,135.3745862
-14.8892782,135.4029571
-15.08327077,135.6114453
-15.3579887,136.0739772
-15.65823,136.4343497
-15.92755131,136.6599918
-15.97113038,136.7697703
-15.92028501,136.9260945
-15.93241884,137.0441246
-16.08819015,137.3930835
-16.29431194,137.7237567
-16.49464197,137.9165162
-16.73227215,138.2190426
-16.78827378,138.3683164
-16.80011294,138.5662763
-16.88048838,138.9162933
-16.96175727,139.0277188
-17.2378539,139.1234012
-17.31298479,139.197754
-17.45037398,139.4235608
-17.63762548,139.7624027
-17.7058469,140.0024721
-17.67373518,140.190979
-17.59765062,140.3768417
-17.50869941,140.6468416
-17.43923288,140.7400331
-16.84111769,141.0726569
-16.33781061,141.2556496
-15.7531733,141.3459444
-15.43231635,141.4630384
-15.13014609,141.6576482
-14.95588213,141.6032585
-14.69832082,141.4277683
-14.57296948,141.4411495
-14.31944082,141.55383
-14.1200677,141.6422525
-13.98160565,141.5715704
-13.78722033,141.4932198
-13.44599315,141.5391845
-12.95162592,141.5947803
-12.80488535,141.6979118
-12.72746624,141.8463361
-12.57673245,141.9220898
-12.34032724,141.6850527
-12.25064317,141.7013935
-11.80651753,141.9857204
-11.36920384,142.1498734
-10.98327938,142.1983688
-10.86793366,142.2937886
-10.72467621,142.4324379
NaN,NaN
